,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
241296,A-2957960,2,2020-12-31 00:33:00,2020-12-31 02:42:43,40.946848,-78.617912,40.946533,-78.618325,0.031,Incident on US-219 SB near E HEPBURNIA RD Expect long delays.,9512.0, Mahaffey Grampian Hwy,R,Grampian,Clearfield,PA,16838-8700,US,US/Eastern,KFIG,2020-12-31 00:33:00,33.0,33.0,92.0,28.27,1.0,CALM,0.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
241299,A-2957963,2,2020-12-31 03:37:53,2020-12-31 04:57:33,25.457886,-80.475256,25.456382,-80.475246,0.104,Incident on S DIXIE HWY near HOUSE 33450 Drive with caution.,33490.0, S Dixie Hwy,L,Homestead,Miami-Dade,FL,33034-5653,US,US/Eastern,KHST,2020-12-31 03:56:00,73.0,73.0,71.0,30.05,10.0,E,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
241440,A-2958106,2,2020-12-31 13:12:00,2020-12-31 15:57:54,30.453811,-97.666279,30.438491,-97.668899,1.07,Incident on I-35 SB near GRAND AVE PKY Drive with caution.,,I-35 S,R,Pflugerville,Travis,TX,78660,US,US/Central,KEDC,2020-12-31 13:15:00,39.0,33.0,100.0,29.06,10.0,NNW,9.0,,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241497,A-2958166,2,2020-12-31 07:50:38,2020-12-31 11:11:38,29.661796,-95.343232,29.661801,-95.342619,0.037,Incident on BELDART CT near ROCKFORD DR Drive with caution.,5401.0, Beldart Ct,L,Houston,Harris,TX,77033-3104,US,US/Central,KHOU,2020-12-31 07:53:00,70.0,70.0,84.0,29.64,10.0,ESE,15.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241591,A-2958262,2,2020-12-31 16:48:00,2020-12-31 18:03:26,30.191722,-81.705263,30.191723,-81.705377,0.007,Incident on I-295 NB near ROOSEVELT BLVD Road closed. Take alternate route.,,W Beltway N,R,Jacksonville,Duval,FL,32244,US,US/Eastern,KNIP,2020-12-31 16:53:00,73.0,73.0,73.0,30.06,10.0,SE,6.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241610,A-2958281,2,2020-12-31 22:19:51,2020-12-31 23:34:51,34.226595,-79.795636,34.226117,-79.795042,0.047,Incident on W LUCAS ST near HOUSE 1800 Drive with caution.,,W Lucas St,R,Florence,Florence,SC,29501,US,US/Eastern,KFLO,2020-12-31 22:24:00,58.0,58.0,97.0,30.07,3.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
241682,A-2958354,2,2020-12-31 22:49:31,2020-12-31 23:49:31,42.206493,-121.736732,42.207806,-121.736878,0.091,A crash has occurred causing no to minimum delays. Use caution.,4347.0, S 6th St,R,Klamath Falls,Klamath,OR,97603-4863,US,US/Pacific,KLMT,2020-12-31 22:53:00,23.0,17.0,96.0,26.0,0.25,ESE,5.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
241685,A-2958357,2,2020-12-31 14:40:00,2020-12-31 22:11:02,25.700673,-80.381158,25.699604,-80.382255,0.101,Slow traffic on FL-986 from SW 115th Ct to SW 74th Pl due to accident.,11681.0, SW 72nd St,R,Miami,Miami-Dade,FL,33173,US,US/Eastern,KTMB,2020-12-31 14:33:00,,,,30.06,10.0,SSE,16.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241757,A-2958430,2,2020-12-31 16:30:41,2020-12-31 18:11:23,40.541964,-74.297972,40.545784,-74.283102,0.824,Crash on New Jersey Turnpike Outer Roadway northbound North of Interchange 11 - Garden State Parkway (Woodbridge Twp) left shoulder blocked,,New Jersey Tpke N,R,Woodbridge,Middlesex,NJ,07095,US,US/Eastern,KLDJ,2020-12-31 16:35:00,41.0,36.0,65.0,30.23,10.0,N,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241786,A-2958460,2,2020-12-31 03:31:00,2020-12-31 05:32:02,38.732507,-121.265093,38.733308,-121.265529,0.06,Incident on CHARLESTON CIR near HOUSE 1000 Drive with caution.,1418.0, Rampart Dr,R,Roseville,Placer,CA,95661-4749,US,US/Pacific,KMCC,2020-12-31 03:50:00,48.0,45.0,87.0,30.05,7.0,SE,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
241966,A-2958640,2,2020-12-31 01:18:57,2020-12-31 02:40:22,35.173383,-89.840279,35.176623,-89.833039,0.466,Incident on I-40 EB near MM 14 Drive with caution.,,I-40 E,R,Memphis,Shelby,TN,38134,US,US/Central,KNQA,2020-12-31 01:35:00,37.0,29.0,100.0,29.81,5.0,NNE,13.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242049,A-2958724,2,2020-12-31 19:12:15,2020-12-31 21:13:05,34.038435,-81.097642,34.058638,-81.051139,3.006,Stationary traffic on I-20 E from I-26/US-76/Exit 64 (I-20) to SC-215/Monticello Rd/Exit 68 (I-20) due to accident.,,I-20 E,R,Columbia,Richland,SC,29210,US,US/Eastern,KCAE,2020-12-31 18:56:00,53.0,53.0,96.0,29.89,5.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242187,A-2958864,2,2020-12-31 14:52:00,2020-12-31 19:20:32,33.83067,-117.528775,33.834925,-117.53127,0.327,Incident on I-15 NB near EL CERRITO RD Drive with caution.,,Corona Fwy N,R,Corona,Riverside,CA,92881,US,US/Pacific,KAJO,2020-12-31 14:56:00,66.0,,23.0,29.34,10.0,,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242192,A-2958869,2,2020-12-31 13:31:00,2020-12-31 16:50:27,37.916287,-122.099988,37.916298,-122.099843,0.008,SB PH RD JNO RANCHO VIEW DR. [Notification] [CHP]-PER CCSO FIRE / REQ CHP BREAK - SB PLEASANT HILL AT TAYLOR [Shared],1479.0, Pleasant Hill Rd,L,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,2020-12-31 13:53:00,60.0,60.0,49.0,30.09,10.0,NW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
242210,A-2958887,2,2020-12-31 04:29:30,2020-12-31 06:48:37,30.66577,-97.66939,30.67494,-97.6637,0.718,Incident on I-35 NB near LAKEWAY DR Drive with caution.,,I-35 N,R,Georgetown,Williamson,TX,78626,US,US/Central,KGTU,2020-12-31 04:25:00,39.0,32.0,93.0,29.03,10.0,N,12.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242214,A-2958892,2,2020-12-31 04:32:47,2020-12-31 06:32:47,44.850742,-123.01012,44.853862,-123.011539,0.226,A disabled vehicle is creating a hazard. Use caution. Ramps Affected.,,I-5 N,R,Salem,Marion,OR,97317,US,US/Pacific,KSLE,2020-12-31 04:56:00,47.0,42.0,90.0,29.85,8.0,S,10.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242235,A-2958913,2,2020-12-31 12:48:00,2020-12-31 22:49:30,34.003771,-118.281411,34.003823,-118.273988,0.425,Slow traffic from S Vermont Ave (W Vernon Ave) to S Main St (Vernon Ave) due to accident.,438.0, W Vernon Ave,L,Los Angeles,Los Angeles,CA,90037-2608,US,US/Pacific,KCQT,2020-12-31 12:52:00,67.0,67.0,26.0,29.7,10.0,NW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
242320,A-2958998,2,2020-12-31 00:34:00,2020-12-31 02:37:27,34.283534,-118.468676,34.277974,-118.470186,0.394,Incident on I-405 SB near RINALDI ST Drive with caution.,,I-405 S,R,Mission Hills,Los Angeles,CA,91345,US,US/Pacific,KWHP,2020-12-31 08:00:00,45.0,45.0,37.0,28.93,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242363,A-2959041,2,2020-12-31 19:28:00,2020-12-31 21:28:28,28.872016,-81.284376,28.844016,-81.310946,2.516,Incident on I-4 WB near MM 107 Left lane blocked.,,I-4 W,R,Debary,Volusia,FL,32713,US,US/Eastern,KSFB,2020-12-31 19:53:00,70.0,70.0,87.0,30.06,10.0,ESE,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242447,A-2959126,2,2020-12-31 19:18:00,2020-12-31 20:53:28,28.079992,-81.977051,28.088722,-81.965131,0.944,Incident on I-4 EB near MM 32 Drive with caution.,,I-4 E,R,Lakeland,Polk,FL,33805,US,US/Eastern,KLAL,2020-12-31 18:48:00,73.0,73.0,69.0,29.8,10.0,ESE,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242511,A-2959192,2,2020-12-31 17:13:00,2020-12-31 19:48:27,27.964245,-82.435507,27.963821,-82.43552,0.029,Incident on N 21ST ST near E 12TH AVE Drive with caution.,2359.0, N 21st St,R,Tampa,Hillsborough,FL,33605,US,US/Eastern,KTPF,2020-12-31 17:15:00,81.0,81.0,54.0,30.02,10.0,ESE,6.0,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242517,A-2959198,2,2020-12-31 13:50:00,2020-12-31 22:32:42,26.330523,-81.807658,26.331439,-81.805836,0.129,Slow traffic on FL-45 - FL-865 - US-41 N from Windsor Rd to Crown Lake Blvd due to accident.,3281.0, Bonita Beach Rd,R,Bonita Springs,Lee,FL,34134-4104,US,US/Eastern,KRSW,2020-12-31 13:53:00,82.0,82.0,51.0,29.99,10.0,SE,15.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242549,A-2959230,2,2020-12-31 03:24:21,2020-12-31 04:24:21,43.327372,-121.757473,43.334126,-121.754415,0.491,A crash has occurred causing no to minimum delays. Use caution.,140199.0, Dalles California Hwy,R,Gilchrist,Klamath,OR,97737,US,US/Pacific,KBDN,2020-12-31 03:15:00,37.0,30.0,81.0,26.45,10.0,SSW,10.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242664,A-2959346,2,2020-12-31 01:38:00,2020-12-31 04:03:07,27.045232,-82.242196,27.045459,-82.243289,0.069,Incident on US-41 NB near PAN AMERICAN BLVD Expect long delays.,13987.0, Tamiami Trl,R,North Port,Sarasota,FL,34287,US,US/Eastern,KVNC,2020-12-31 01:53:00,70.0,70.0,78.0,30.02,10.0,ESE,12.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242677,A-2959359,2,2020-12-31 20:55:46,2020-12-31 22:31:46,46.098407,-112.794023,46.088527,-112.790643,0.702,Incident on I-90 EB near MM 208 Drive with caution.,,I-90 E,R,Anaconda,Deer Lodge,MT,59711,US,US/Mountain,KBTM,2020-12-31 20:53:00,24.0,24.0,75.0,24.51,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242699,A-2959382,2,2020-12-31 13:50:00,2020-12-31 21:51:07,26.330538,-81.807037,26.331648,-81.805857,0.106,Slow traffic on FL-45 - FL-865 - US-41 N from Beaumont Rd to Crown Lake Blvd due to accident.,28101.0, Beaumont Rd,R,Bonita Springs,Lee,FL,34134,US,US/Eastern,KRSW,2020-12-31 13:53:00,82.0,82.0,51.0,29.99,10.0,SE,15.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242704,A-2959387,2,2020-12-31 17:44:00,2020-12-31 19:23:13,30.183616,-97.849828,30.186766,-97.854958,0.376,Incident on W SLAUGHTER LN near BRODIE LN Drive with caution.,3500.0, W Slaughter Ln,L,Austin,Travis,TX,78749-4421,US,US/Central,KATT,2020-12-31 17:46:00,39.0,35.0,87.0,29.02,10.0,W,6.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
242747,A-2959431,2,2020-12-31 20:30:35,2020-12-31 21:45:57,31.777688,-106.422219,31.77751,-106.425492,0.193,Incident on I-10 WB near CHELSEA Drive with caution.,,I-10 W,R,El Paso,El Paso,TX,79903,US,US/Mountain,KELP,2020-12-31 20:46:00,37.0,33.0,33.0,25.97,10.0,WSW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242783,A-2959468,2,2020-12-31 04:49:43,2020-12-31 08:52:13,35.689582,-78.580073,35.689576,-78.579963,0.006,Incident on TIMBER DR near SHENSTONE BLVD Drive with caution.,,Timber Dr E,R,Garner,Wake,NC,27529,US,US/Eastern,KRDU,2020-12-31 04:51:00,42.0,39.0,96.0,29.72,2.0,WSW,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242849,A-2959534,2,2020-12-31 13:02:00,2020-12-31 21:03:40,28.193488,-82.471096,28.191669,-82.465876,0.342,Stationary traffic on FL-54 from FL-589/Suncoast Pkwy (FL-54) to US-41/FL-45/Land O Lakes Blvd (FL-54) due to accident.,20892.0, State Road 54,L,Lutz,Pasco,FL,33558-7856,US,US/Eastern,KTPA,2020-12-31 12:53:00,80.0,80.0,58.0,30.03,10.0,SSE,12.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242882,A-2959568,2,2020-12-31 21:04:24,2020-12-31 23:40:20,48.033653,-92.831479,47.978113,-92.825239,3.848,Accident on CR-23/Nett Lake Rd (US-53) from MN-73 (US-53) to US-53 S - US-53 N.,10701.0, Nett Lake Rd,R,Orr,St. Louis,MN,55771-8112,US,US/Central,KORB,2020-12-31 21:13:00,18.0,8.0,93.0,28.66,10.0,S,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242885,A-2959571,2,2020-12-31 00:52:00,2020-12-31 02:52:39,26.3263,-81.762484,26.327209,-81.762357,0.063,Incident on IMPERIAL PKWY near REDBUD LN Drive with caution.,28300.0, Imperial Pkwy,R,Bonita Springs,Lee,FL,34135,US,US/Eastern,KAPF,2020-12-31 00:53:00,69.0,69.0,90.0,30.06,8.0,E,7.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242892,A-2959578,2,2020-12-31 00:27:01,2020-12-31 01:42:02,41.842319,-93.570935,41.877801,-93.571093,2.452,Incident on I-35 NB near COUNTY HWY-F22 Drive with caution.,,I-35 N,R,Cambridge,Polk,IA,50046,US,US/Central,KAMW,2020-12-31 00:53:00,15.0,8.0,80.0,29.14,10.0,W,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
242981,A-2959669,2,2020-12-31 15:28:00,2020-12-31 19:55:03,34.422923,-117.383133,34.427233,-117.379763,0.354,Incident on I-15 NB near MAIN ST Drive with caution.,,Barstow Fwy N,R,Hesperia,San Bernardino,CA,92344,US,US/Pacific,KVCV,2020-12-31 15:49:00,,,,26.98,10.0,N,10.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243044,A-2959734,2,2020-12-31 00:32:00,2020-12-31 02:16:20,32.746583,-96.596687,32.746603,-96.596803,0.007,Incident on W CARTWRIGHT RD near S BELT LINE RD Expect long delays.,,Cartwright Rd,R,Mesquite,Dallas,TX,75149,US,US/Central,KHQZ,2020-12-31 00:35:00,38.0,29.0,95.0,29.55,10.0,N,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
243184,A-2959875,2,2020-12-31 15:47:31,2020-12-31 18:50:30,35.142484,-80.930668,35.141214,-80.932188,0.123,Incident on S TRYON ST near I-485 Drive with caution.,,S Tryon St,R,Charlotte,Mecklenburg,NC,28273,US,US/Eastern,KCLT,2020-12-31 15:52:00,53.0,53.0,93.0,29.31,5.0,SSE,3.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
243205,A-2959896,2,2020-12-31 19:20:10,2020-12-31 20:20:10,42.408138,-122.176305,42.431498,-122.161995,1.771,A crash has occurred use caution.,,Lake of the Woods Hwy,R,Klamath Falls,Klamath,OR,97601,US,US/Pacific,KLMT,2020-12-31 18:53:00,33.0,33.0,92.0,26.0,10.0,ESE,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
243221,A-2959912,2,2020-12-31 16:06:27,2020-12-31 17:44:10,40.69176,-111.952153,40.67192,-111.952763,1.371,Incident on I-215 SB near HOUSE 3743 Drive with caution.,,I-215 S,R,West Valley City,Salt Lake,UT,84119,US,US/Mountain,KU42,2020-12-31 15:54:00,31.0,22.0,82.0,25.78,10.0,WNW,10.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243232,A-2959923,2,2020-12-31 10:22:00,2020-12-31 12:32:41,36.753443,-119.781972,36.753446,-119.781508,0.026,EB 180 TO NB 41 CON. NOBODY SEEN AROUND VEH,,CA-180 E,R,Fresno,Fresno,CA,93701,US,US/Pacific,KFAT,2020-12-31 09:53:00,47.0,44.0,83.0,29.79,3.0,WNW,7.0,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243285,A-2959976,2,2020-12-31 02:04:00,2020-12-31 04:48:47,33.668943,-112.075899,33.669383,-112.089719,0.795,Incident on AZ-101 LOOP WB near 19TH AVE Right lane blocked. Expect delays.,,AZ-101 Loop W,R,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2020-12-31 01:53:00,40.0,40.0,29.0,28.43,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
243337,A-2960028,2,2020-12-31 09:44:03,2020-12-31 11:29:03,42.381573,-121.813756,42.346933,-121.828416,2.508,Incident on US-97 SB near MP 263 Drive with caution.,,N Highway 97,R,Klamath Falls,Klamath,OR,97601,US,US/Pacific,KLMT,2020-12-31 09:53:00,32.0,25.0,88.0,26.0,10.0,S,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243359,A-2960050,2,2020-12-31 17:13:00,2020-12-31 18:30:59,34.03514,-118.149622,34.0364,-118.153292,0.227,Incident on CA-60 WB near S ATLANTIC BLVD Drive with caution.,,CA-60 W,R,Monterey Park,Los Angeles,CA,91754,US,US/Pacific,KCQT,2020-12-31 16:52:00,62.0,62.0,34.0,29.72,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
243428,A-2960120,2,2020-12-31 15:09:00,2020-12-31 17:36:03,36.465461,-121.711864,36.469007,-121.712881,0.251,WB CVR JEO VIA LOS TULARES. [Notification] [CHP]-MTY COMM / VEH 1124 / OFF THE RDWY,199.0, Via Los Tulares,R,Carmel Valley,Monterey,CA,93924-9686,US,US/Pacific,KMRY,2020-12-31 14:54:00,56.0,56.0,72.0,29.91,10.0,WNW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243562,A-2960256,2,2020-12-31 20:08:55,2020-12-31 21:44:34,33.722866,-78.93401,33.716686,-78.92556,0.647,Incident on US-501 near GEORGE BISHOP Drive with caution.,,Highway 501,R,Myrtle Beach,Horry,SC,29579,US,US/Eastern,KMYR,2020-12-31 19:56:00,64.0,64.0,100.0,30.13,5.0,SSE,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
243694,A-2960391,2,2020-12-31 15:48:04,2020-12-31 17:07:20,35.766294,-78.73566,35.763561,-78.734402,0.202,Incident on I-40 EB near US-1 Expect delays.,,I-40 E,R,Cary,Wake,NC,27518,US,US/Eastern,KRDU,2020-12-31 15:51:00,55.0,55.0,96.0,29.72,2.0,WSW,5.0,0.01,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243795,A-2960493,2,2020-12-31 15:39:30,2020-12-31 22:24:14,25.953877,-80.282286,25.954053,-80.278204,0.254,Stationary traffic from FL-823/NW 57th Ave/Red Rd (Honey Hill Dr) to FL-847/NW 47th Ave (Honey Hill Dr) due to accident.,4916.0, NW 199th St,R,Miami Gardens,Miami-Dade,FL,33055-1767,US,US/Eastern,KOPF,2020-12-31 15:53:00,78.0,78.0,68.0,30.07,10.0,ESE,16.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243911,A-2960611,2,2020-12-31 00:47:00,2020-12-31 03:42:30,35.564308,-121.081565,35.565539,-121.08007,0.12,NEG 1125,2299.0, Main St,L,Cambria,San Luis Obispo,CA,93428-3017,US,US/Pacific,K87Q,2020-12-31 00:56:00,46.0,46.0,96.0,29.96,9.0,WNW,3.0,,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
244072,A-2960773,2,2020-12-31 02:53:03,2020-12-31 03:53:03,45.604108,-121.134341,45.602068,-121.143291,0.455,A crash has occurred causing no to minimum delays. Use caution.,,I-84 W,R,The Dalles,Wasco,OR,97058,US,US/Pacific,KDLS,2020-12-31 02:53:00,36.0,36.0,93.0,29.72,3.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
244250,A-2960955,2,2020-12-31 01:57:00,2020-12-31 03:56:02,32.76564,-117.1533,32.76489,-117.1564,0.187,Incident on I-8 WB near MISSION CENTER Expect delays.,,I-8 W,R,San Diego,San Diego,CA,92108,US,US/Pacific,KMYF,2020-12-31 01:53:00,46.0,46.0,66.0,29.65,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
244322,A-2961027,2,2020-12-31 14:26:30,2020-12-31 21:56:45,25.700673,-80.381158,25.699604,-80.382255,0.101,Slow traffic on FL-986 from SW 115th Ct to SW 74th Pl due to accident.,11681.0, SW 72nd St,R,Miami,Miami-Dade,FL,33173,US,US/Eastern,KTMB,2020-12-31 14:33:00,,,,30.06,10.0,SSE,16.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
244380,A-2961087,2,2020-12-31 12:50:00,2020-12-31 14:15:50,33.825957,-118.237201,33.829179,-118.253306,0.951,NB 405 JNO WILMINGTON. [Rotation Request Comment] 1039 VAN LINGEN'S 310-602-4970,,I-405 N,R,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2020-12-31 12:53:00,63.0,63.0,46.0,29.86,10.0,SE,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
244486,A-2961198,2,2020-12-31 18:36:00,2020-12-31 19:59:58,30.320774,-81.688445,30.321254,-81.693655,0.313,Incident on I-10 WB near STOCKTON ST Drive with caution.,,FL-228 W,R,Jacksonville,Duval,FL,32204,US,US/Eastern,KNIP,2020-12-31 18:53:00,69.0,69.0,81.0,30.08,10.0,SE,9.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
244539,A-2961251,2,2020-12-31 03:09:00,2020-12-31 05:57:34,35.402895,-119.46304,35.402885,-119.460844,0.124,OCCUR'D 58 AND LUX. HORSE IS NO LONGER 1097 RP REQ 1110 WILL 1023 429 SUDAN AVE,401.0, Willow St,R,Buttonwillow,Kern,CA,93206-9763,US,US/Pacific,KBFL,2020-12-31 02:54:00,39.0,39.0,73.0,29.61,8.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
